@relation cpu-weka.filters.unsupervised.attribute.Standardize

@attribute MYCT numeric
@attribute MMIN numeric
@attribute MMAX numeric
@attribute CACH numeric
@attribute CHMIN numeric
@attribute CHMAX numeric
@attribute class numeric

@data
-0.494972,-0.223779,0.358489,2.530088,-0.542608,0.759004,0.953661
-0.437338,-0.673409,-0.920658,-0.620392,-0.249193,-0.318031,-0.551027
-0.379704,-0.673409,-0.835381,-0.620392,-0.249193,-0.318031,-0.495067
-0.379704,-0.481594,-0.664828,-0.620392,-0.249193,0.220486,-0.457761
-0.379704,-0.223779,-0.664828,-0.423487,-0.249193,0.028159,-0.457761
-0.494972,-0.223779,-0.323723,-0.423487,-0.249193,0.220486,-0.271229
-0.494972,0.034037,-0.323723,-0.423487,-0.249193,1.143659,-0.258794
-0.110746,-0.673409,-0.835381,-0.620392,-0.249193,0.220486,-0.519938
0.369538,-0.541408,-0.750105,-0.620392,0.190931,0.220486,-0.43289
0.369538,-0.541408,-0.750105,-0.472713,0.190931,0.220486,-0.383148
0.369538,-0.541408,0.017383,-0.472713,0.190931,0.220486,-0.345842
0.369538,-0.541408,-0.62219,-0.620392,-0.542608,0.220486,-0.376931
0.369538,-0.640409,0.017383,-0.472713,-0.542608,0.220486,-0.327189
0.369538,-0.689909,-0.940442,-0.472713,0.190931,0.220486,-0.43289
-0.091534,-0.541408,0.017383,-0.472713,-0.542608,0.489745,-0.13444
0.484806,-0.481594,-0.750105,-0.620392,-0.3959,-0.548824,-0.557244
0.369538,-0.481594,-0.664828,-0.423487,-0.249193,1.759107,-0.420455
0.369538,-0.481594,0.358489,-0.423487,-0.3959,3.605451,-0.420455
0.484806,-0.481594,-0.835381,-0.620392,-0.542608,-0.625755,-0.557244
0.484806,-0.481594,-0.664828,-0.620392,-0.249193,-0.471893,-0.519938
-0.245225,-0.223779,-0.664828,-0.620392,-0.249193,-0.471893,-0.476414
-0.245225,-0.223779,-0.664828,-0.620392,-0.102485,-0.394962,-0.408019
-0.245225,-0.223779,-0.664828,-0.423487,-0.542608,0.066624,-0.439108
-0.245225,-0.223779,1.722913,0.167228,-0.542608,0.066624,0.176446
-0.245225,-0.223779,-0.323723,0.167228,-0.542608,1.374452,-0.246358
-0.245225,-0.223779,1.722913,0.167228,-0.542608,1.374452,0.21997
-0.245225,-0.223779,1.722913,0.167228,-0.542608,1.374452,0.518421
-0.245225,-0.223779,-0.664828,-0.423487,-0.542608,0.066624,-0.519938
-0.564133,0.291852,0.358489,-0.595779,0.190931,-0.2411,0.164011
-0.564133,0.291852,1.040701,0.954848,1.071177,-0.087238,0.816871
-0.683244,3.385638,1.722913,0.954848,1.658008,0.220486,2.234511
-0.683244,3.385638,1.722913,0.954848,0.484346,0.220486,2.234511
-0.683244,1.323114,1.722913,-0.620392,0.484346,0.220486,1.06558
-0.683244,1.323114,0.358489,-0.620392,0.484346,-0.087238,0.49355
1.061146,-0.71466,-0.962273,-0.620392,-0.542608,-0.66422,-0.619421
-0.003162,-0.481594,-0.835381,-0.620392,-0.542608,-0.510358,-0.507503
-0.341282,-0.607408,-0.494275,-0.226582,-0.542608,-0.471893,-0.376931
3.443353,-0.607408,-0.87802,-0.620392,-0.542608,-0.66422,-0.613204
3.443353,-0.541408,-0.835381,-0.620392,-0.542608,-0.66422,-0.575897
1.522218,-0.541408,-0.835381,-0.620392,-0.542608,-0.66422,-0.557244
0.753765,-0.223779,-0.664828,-0.620392,-0.542608,-0.66422,-0.457761
0.753765,0.291852,-0.323723,-0.620392,-0.542608,-0.66422,-0.457761
2.674899,-0.481594,-0.920658,-0.620392,-0.542608,-0.625755,-0.588333
2.674899,-0.607408,-0.920658,-0.620392,-0.542608,-0.625755,-0.588333
2.674899,-0.481594,-0.664828,-0.52194,-0.542608,-0.625755,-0.544809
2.674899,-0.481594,-0.664828,-0.423487,-0.542608,-0.625755,-0.519938
2.674899,-0.223779,-0.664828,-0.620392,-0.249193,-0.471893,-0.426672
0.081368,-0.223779,-0.664828,-0.423487,-0.249193,-0.471893,-0.408019
0.081368,-0.223779,-0.664828,-0.423487,-0.249193,-0.471893,-0.445325
-0.091534,-0.223779,-0.323723,-0.423487,-0.542608,-0.471893,-0.345842
-0.072323,-0.223779,0.358489,-0.226582,-0.542608,-0.471893,-0.184181
-0.091534,-0.223779,0.358489,-0.226582,-0.542608,-0.471893,-0.246358
0.081368,-0.481594,-0.664828,-0.571166,-0.249193,-0.471893,-0.507503
-0.687086,-0.223779,0.017383,-0.423487,-0.542608,-0.548824,-0.35206
-0.687086,-0.223779,0.017383,-0.226582,-0.249193,-0.510358,-0.246358
-0.717824,0.291852,0.358489,-0.423487,0.190931,-0.2411,-0.034956
-0.717824,0.291852,0.358489,0.167228,0.190931,-0.2411,0.170229
4.98026,-0.541408,-0.920658,-0.620392,-0.689316,-0.702686,-0.582115
4.98026,-0.541408,-0.835381,-0.620392,-0.689316,-0.702686,-0.544809
2.290672,-0.541408,-0.835381,-0.620392,-0.689316,-0.702686,-0.532373
-0.591029,-0.223779,-0.664828,-0.620392,-0.249193,-0.471893,-0.488849
-0.591029,-0.223779,-0.323723,-0.423487,-0.249193,-0.471893,-0.376931
-0.591029,-0.223779,-0.323723,-0.423487,-0.542608,-0.471893,-0.308536
-0.591029,-0.223779,0.358489,-0.029677,-0.542608,-0.471893,-0.221488
-0.591029,-0.223779,0.358489,-0.029677,-0.542608,-0.471893,-0.15931
-0.591029,1.323114,0.358489,0.561038,-0.542608,-0.318031,0.188882
-0.398916,-0.481594,-0.323723,-0.620392,-0.3959,-0.471893,-0.557244
-0.398916,-0.481594,-0.323723,-0.029677,-0.3959,-0.471893,-0.495067
-0.398916,-0.481594,-0.323723,-0.029677,-0.249193,-0.471893,-0.457761
-0.591029,-0.223779,0.358489,-0.325035,-0.249193,-0.087238,-0.376931
-0.591029,-0.223779,0.358489,-0.029677,0.190931,-0.087238,-0.320971
-0.591029,-0.223779,0.358489,-0.029677,0.190931,-0.087238,-0.252576
-0.206802,-0.607408,-0.664828,-0.620392,0.484346,4.220899,-0.470196
-0.341282,-0.223779,-0.323723,-0.226582,-0.542608,-0.587289,-0.345842
-0.341282,-0.223779,-0.664828,-0.571166,-0.542608,-0.510358,-0.408019
-0.429654,-0.223779,-0.323723,0.167228,-0.542608,-0.471893,-0.271229
-0.429654,-0.223779,-0.323723,0.167228,-0.542608,-0.471893,-0.283665
-0.429654,-0.223779,-0.323723,-0.52194,-0.542608,-0.471893,-0.345842
-0.494972,0.291852,0.358489,-0.226582,-0.542608,-0.471893,-0.246358
-0.552606,0.291852,0.358489,0.167228,-0.542608,-0.471893,-0.122004
-0.552606,-0.223779,0.358489,0.954848,0.044223,-0.394962,-0.196617
-0.552606,0.291852,0.358489,0.954848,0.044223,-0.394962,-0.07848
-0.591029,0.291852,0.358489,0.954848,0.044223,-0.318031,0.033439
-0.506499,0.291852,0.358489,0.954848,0.484346,-0.087238,0.232406
-0.506499,-0.223779,-0.323723,-0.226582,0.190931,-0.394962,-0.003867
-0.629452,1.323114,0.358489,0.167228,0.484346,-0.087238,0.673864
-0.629452,1.323114,1.722913,0.954848,0.484346,0.220486,1.06558
-0.648663,1.323114,1.722913,0.954848,0.484346,0.220486,1.643828
-0.637136,3.385638,1.722913,2.530088,1.658008,0.528211,2.514308
-0.598714,0.291852,1.040701,0.167228,0.484346,0.220486,0.673864
-0.637136,1.323114,1.722913,0.954848,0.484346,0.220486,1.370248
-0.667874,3.385638,1.722913,5.680569,1.658008,0.220486,2.514308
-0.352808,-0.481594,-0.920658,-0.620392,-0.542608,-0.548824,-0.606986
-0.460392,-0.481594,-0.835381,-0.620392,-0.542608,-0.471893,-0.582115
-0.567976,-0.481594,-0.664828,-0.620392,-0.542608,-0.471893,-0.551027
-0.567976,-0.223779,-0.494275,-0.620392,-0.542608,-0.394962,-0.526156
-0.567976,-0.223779,-0.323723,-0.620392,-0.542608,-0.394962,-0.507503
-0.567976,0.291852,-0.323723,-0.620392,-0.542608,-0.394962,-0.445325
-0.567976,0.291852,0.017383,-0.620392,-0.542608,-0.394962,-0.395584
-0.567976,0.291852,0.358489,-0.620392,-0.542608,-0.394962,-0.370713
-0.637136,0.291852,-0.323723,0.167228,1.658008,0.528211,-0.339624
-0.637136,0.291852,-0.323723,0.167228,1.658008,0.528211,0.064527
-0.637136,1.323114,0.358489,0.954848,-0.102485,-0.394962,-0.034956
-0.637136,1.323114,1.040701,3.317709,-0.102485,-0.394962,0.213753
-0.637136,0.291852,0.358489,2.530088,1.658008,0.528211,0.661428
-0.014689,-0.481594,-0.835381,-0.620392,-0.542608,-0.625755,-0.501285
-0.014689,-0.481594,-0.664828,-0.620392,-0.542608,-0.548824,-0.470196
-0.014689,-0.223779,-0.323723,0.954848,-0.542608,-0.510358,-0.401801
0.177425,-0.607408,-0.664828,-0.620392,-0.542608,-0.433427,-0.501285
0.177425,-0.607408,-0.664828,-0.620392,-0.102485,-0.433427,-0.345842
0.177425,-0.481594,0.358489,-0.595779,-0.542608,-0.394962,-0.345842
-0.16838,-0.607408,-0.664828,-0.571166,-0.542608,-0.510358,-0.470196
-0.16838,-0.607408,-0.835381,-0.571166,-0.249193,-0.394962,-0.457761
-0.16838,-0.481594,-0.664828,-0.423487,-0.542608,-0.164169,-0.420455
-0.16838,-0.481594,-0.323723,-0.226582,-0.542608,-0.164169,-0.283665
-0.16838,-0.223779,-0.323723,0.167228,-0.542608,-0.202634,0.021003
0.139002,-0.607408,-0.920658,-0.423487,-0.542608,-0.587289,-0.619421
0.139002,-0.607408,-0.835381,-0.423487,-0.542608,-0.510358,-0.588333
-0.379704,-0.223779,-0.664828,-0.423487,-0.249193,-0.394962,-0.519938
-0.379704,-0.223779,-0.494275,-0.226582,0.190931,-0.087238,-0.451543
-0.379704,-0.223779,-0.323723,-0.226582,-0.102485,-0.164169,-0.2961
-0.583345,0.291852,0.358489,0.167228,-0.102485,-0.2411,0.151575
-0.514184,0.291852,0.017383,-0.423487,0.190931,-0.394962,-0.190399
-0.556449,0.291852,0.017383,0.167228,0.190931,-0.2411,0.045874
-0.556449,1.323114,0.358489,0.954848,1.071177,0.220486,0.512203
-0.683244,1.323114,1.040701,0.167228,0.484346,-0.087238,0.418937
-0.683244,1.323114,1.722913,0.954848,1.071177,-0.087238,0.885266
-0.683244,1.323114,1.722913,2.530088,2.83167,0.528211,1.861448
-0.337439,-0.223779,-0.323723,0.167228,0.044223,0.374349,-0.221488
-0.591029,-0.223779,1.722913,-0.029677,0.190931,0.297418,0.052092
-0.591029,-0.223779,1.722913,0.561038,3.125085,1.297521,0.636557
-0.591029,-0.223779,1.722913,2.136278,6.939486,3.297727,1.252111
-0.591029,0.291852,1.722913,2.136278,6.939486,3.297727,1.811706
-0.667874,1.323114,4.45176,1.742468,1.071177,6.067243,5.032483
-0.667874,1.323114,4.45176,2.530088,1.071177,6.067243,6.493647
-0.091534,-0.671862,-0.664828,-0.620392,-0.542608,-0.587289,-0.582115
-0.091534,-0.607408,-0.664828,-0.620392,-0.542608,-0.587289,-0.56968
-0.091534,-0.671862,-0.664828,-0.620392,-0.542608,-0.587289,-0.544809
-0.091534,-0.607408,-0.664828,-0.620392,-0.542608,-0.587289,-0.526156
-0.306701,-0.481594,-0.323723,-0.620392,-0.542608,-0.394962,-0.395584
-0.4066,-0.481594,-0.323723,0.167228,-0.3959,-0.394962,-0.370713
-0.302859,-0.223779,-0.323723,-0.620392,-0.3959,-0.164169,-0.333406
1.061146,-0.607408,-0.323723,0.167228,-0.689316,-0.702686,-0.240141
1.061146,-0.481594,-0.664828,-0.620392,-0.689316,-0.702686,-0.376931
